hip,hd,bf,proper,ra,dec,dist,mag,absmag,spect,x,y,z
102693,197937,Iot Mic,,20.808084,-43.988544,35.4233,5.11,2.364,F1IV,17.093706,-18.903764,-24.601904
108317,208816,,,21.944207,63.625557,751.8797,5.11,-4.271,M2 comp,286.792403,-171.213029,673.616393
109973,211202,Mu 2Gru,,22.274045,-41.627225,81.367,5.11,0.558,G8III,54.716493,-26.556325,-54.050668
111795,214665,,,22.64386,56.795632,138.3126,5.11,-0.594,M4III,71.019954,-26.330261,115.729333
112242,215373,13    Lac,,22.734856,41.819235,78.6782,5.11,0.631,K0III,55.448261,-19.067659,52.461339
8882,11753,Phi Phe,,1.906122,-42.49695,94.0734,5.12,0.253,A3V,60.903095,33.194145,-63.551448
14240,19319,Mu  Hor,,3.060239,-59.737775,43.4028,5.12,1.932,F0IV,15.220957,15.708683,-37.488345
23794,32964,66    Eri,,5.112681,-4.655163,94.697,5.12,0.238,B9.5V,21.728898,91.849673,-7.685495
34670,55526,,,7.179858,-48.932098,96.8992,5.12,0.188,K2III,-19.352039,60.645816,-73.055793
35710,57264,65    Aur,,7.367397,36.760584,72.3589,5.12,0.823,K0III,-20.311858,54.295032,43.304943
37664,62713,,,7.728307,-40.933746,66.5336,5.12,1.005,K1III,-21.975049,45.206212,-43.592186
38373,63975,13Zet CMi,,7.861663,1.766868,191.2046,5.12,-1.287,B8II,-89.501476,168.861004,5.895379
45505,80108,,,9.273066,-44.265735,100000,5.12,-14.88,K3Ib,-54124.1551,46890.46067,-69798.71437
46914,82984,,,9.562374,-49.005072,254.4529,5.12,-1.908,B4IV,-134.067443,99.438159,-192.052933
52353,92424,38    UMa,,10.69908,65.71628,69.541,5.12,0.909,K2IIIvar,-26.956275,9.553326,63.387934
53261,94247,44    UMa,,10.892911,54.585128,200.4008,5.12,-1.389,K3III,-111.287041,33.189755,163.322132
56250,100262,Omi2Cen,,11.530223,-59.515648,100000,5.12,-14.88,A3Ia,-50347.11475,6223.478814,-86176.77366
61468,109536,,,12.595987,-41.021945,35.524,5.12,2.367,A7III,-26.475729,-4.164792,-23.316043
62356,111067,27    Com,,12.777433,16.577691,104.1667,5.12,0.031,K3III,-97.776575,-20.180053,29.72048
86796,160691,Mu  Ara,,17.735752,-51.834053,15.5111,5.12,4.167,G5V,-0.662558,-9.561971,-12.19514
89935,168914,107    Her,,18.350283,28.869954,80.6452,5.12,0.587,A7V,6.467264,-70.32546,38.937246
90806,170680,,,18.523971,-18.402697,68.3995,5.12,0.945,B9/B9.5V,8.874965,-64.291644,-21.593188
91105,171391,,,18.583998,-10.977206,100.9082,5.12,0.1,G8III,15.086673,-97.906391,-19.214796
95951,183914,6Bet2Cyg,,19.51261,27.965276,122.549,5.12,-0.322,B8V,41.751189,-99.862557,57.467608
96327,184492,37    Aql,,19.585349,-10.560444,140.2525,5.12,-0.615,G8III,55.595958,-126.170753,-25.704404
97675,187691,54Omi Aql,,19.850456,10.415727,19.1902,5.12,3.705,F8V,8.789994,-16.702189,3.469379
101477,195569,Nu  Mic,,20.565297,-44.516048,71.736,5.12,0.841,K0III,31.828338,-40.043151,-50.294813
110391,212010,47    Aqr,,22.35988,-21.59823,52.4384,5.12,1.522,K0III,44.330983,-20.297993,-19.302517
113860,217792,Pi  PsA,,23.05828,-34.749412,29.4204,5.12,2.777,A9V,23.442366,-5.899524,-16.769254
145,224926,29    Psc,,0.030402,-3.027504,139.2758,5.13,-0.589,B7III-IV,139.077212,1.106982,-7.355907
1158,1014,,,0.241008,-7.780532,178.5714,5.13,-1.129,M3IIIvar,176.575373,11.155955,-24.174803
6061,7804,89    Psc,,1.296654,3.614466,75.3012,5.13,0.746,A3V,70.862829,25.024015,4.747178
11477,15427,Phi For,,2.467139,-33.811039,46.5983,5.13,1.788,A2/A3V,30.918372,23.304669,-25.929985
15890,20797,,,3.411267,64.585996,628.9308,5.13,-3.863,M0II,169.240021,210.258979,568.069268
26221,37022,41The1Ori,,5.587907,-5.389696,100000,5.13,-14.87,O6pe,10720.04586,98979.05637,-9392.92691
40843,69897,18Chi Cnc,,8.334406,27.217707,18.2715,5.13,3.821,F6V,-9.32358,13.3075,8.357022
41325,71115,,,8.43188,7.564506,121.0654,5.13,-0.285,G8II,-71.349118,96.499575,15.937347
56332,100393,,,11.54837,-31.087226,119.1895,5.13,-0.251,M1/M2III,-101.359269,12.040534,-61.542681
69038,123657,,,14.132154,43.854452,157.2327,5.13,-0.853,M4.2III,-96.17074,-60.052884,108.93512
73826,133340,,,15.088656,-41.067236,108.2251,5.13,-0.042,G8III,-56.341887,-59.019962,-71.097836
76259,138688,36    Lib,,15.577033,-28.046983,97.561,5.13,0.184,K2/K3III,-51.028437,-69.353843,-45.872786
79653,145842,The Nor,,16.254257,-47.372021,118.2033,5.13,-0.233,B8V,-35.325867,-71.83536,-86.970031
84887,157198,70    Her,,17.348391,24.499435,131.0616,5.13,-0.457,A2V,-20.246378,-117.530245,54.349118
94302,180006,53    Dra,,19.194597,56.859213,105.4852,5.13,0.014,G8III,17.743037,-54.871114,88.325776
104043,199532,Alp Oct,,21.078621,-77.023767,43.535,5.13,1.936,F4III,7.053309,-6.768742,-42.423652
118234,224554,Pi  Phe,,23.982155,-52.745807,88.1057,5.13,0.405,K1III,53.334325,-0.249087,-70.128311
2900,3346,,,0.612903,44.488587,189.0359,5.14,-1.243,K5III,133.123811,21.545864,132.469946
5799,7439,37    Cet,,1.240011,-7.922826,23.3863,5.14,3.295,F5V,21.953382,7.3882,-3.223573
16322,21686,4    Tau,,3.506797,11.336442,110.742,5.14,-0.082,A0Vn,65.946784,86.260909,21.768535
17886,23848,42    Per,,3.825748,33.091382,82.3045,5.14,0.563,A3V,37.164748,58.082086,44.936209
25429,36189,Lam Dor,,5.438687,-58.91252,140.4494,5.14,-0.598,G6III,10.618712,71.738934,-120.278126
28691,41040,64    Ori,,6.057602,19.690561,220.2643,5.14,-1.575,B8V,-3.127264,207.361101,74.215924
32765,50223,,,6.831838,-46.61456,25.2589,5.14,3.128,F5III,-3.748711,16.940726,-18.357017
32864,48879,42    Cam,,6.849191,67.571934,283.2861,5.14,-2.121,B4IV,-23.830719,105.420279,261.85817
33779,53047,,,7.014303,-51.402585,198.0198,5.14,-1.344,M1III,-32.419374,119.20371,-154.762136
34033,52960,,,7.060576,10.951817,182.1494,5.14,-1.162,K3III,-49.01863,171.982885,34.605402
34105,54118,,,7.071757,-56.749724,92.2509,5.14,0.315,A0p:,-14.006833,48.60301,-77.148131
37088,61064,25    Mon,,7.621303,-4.110979,67.5219,5.14,0.993,F6III,-27.735847,61.372259,-4.840579
38016,62898,80Pi  Gem,,7.791757,33.415697,202.8398,5.14,-1.396,M0III,-76.539242,151.021569,111.705733
38917,65685,,,7.964368,-45.577669,89.2061,5.14,0.388,K2III,-30.713897,54.362988,-63.711316
39567,66664,8    Cnc,,8.08458,13.118215,65.7895,5.14,1.049,A1V,-33.25715,54.765771,14.931689
40285,69144,,,8.22671,-46.991628,416.6667,5.14,-2.959,B2.5IV,-156.455171,237.270924,-304.689372
52742,93563,,,10.782634,-56.757192,161.2903,5.14,-0.898,B8/B9III,-83.965025,27.704628,-134.896177
56000,99803,,,11.476413,-42.674203,214.5923,5.14,-1.518,B9V,-156.292616,21.559052,-145.456839
56656,101021,,,11.616852,-61.283442,71.6846,5.14,0.863,K1III,-34.269645,3.449451,-62.867944
59504,106112,,,12.203311,77.616241,33.3778,5.14,2.523,A5m,-7.148014,-0.380836,32.601205
60221,107418,,,12.348809,-13.565724,61.6903,5.14,1.189,K0III,-59.719478,-5.468673,-14.470142
64906,115735,21    CVn,,13.304034,49.682062,84.246,5.14,0.512,A0V,-51.363732,-18.249871,64.234673
70012,125454,102Ups Vir,,14.325689,-2.265518,80.1925,5.14,0.619,G9III,-65.730158,-45.828982,-3.170036
76307,139153,6Mu  CrB,,15.587476,39.010067,189.7533,5.14,-1.251,M2III,-87.056535,-119.000658,119.441422
78105,142629,Xi 1Lup,,15.948193,-33.966134,42.3729,5.14,2.005,A3V,-17.982473,-30.19332,-23.673808
84626,156349,39Omi Oph,,17.300189,-24.286901,90.4159,5.14,0.359,K:...,-15.01469,-81.034332,-37.188494
93163,175329,Ome Pav,,18.976812,-60.20055,172.7116,5.14,-1.047,K1III-IV,21.710932,-83.041308,-149.875381
94477,179761,21    Aql,,19.228529,2.293707,217.8649,5.14,-1.551,B8II-III,68.814412,-206.527587,8.719399
95498,182762,4    Vul,,19.424611,19.798365,83.2639,5.14,0.538,K0III,28.54601,-72.956325,28.202402
97870,188665,23    Cyg,,19.88816,57.523482,194.1748,5.14,-1.301,B5V,49.465658,-91.781696,163.807921
100122,193370,35    Cyg,,20.310853,34.982775,970.8738,5.14,-4.796,F5Ib,452.414587,-654.277083,556.631146
102157,196519,Ups Pav,,20.699186,-66.760682,240.9639,5.14,-1.77,B8Vvar,61.732696,-72.310829,-221.4133
5544,7034,82    Psc,,1.185213,31.424736,147.2754,5.15,-0.691,F0V,119.672435,38.372388,76.786175
9459,12524,Chi Phe,,2.02844,-44.713509,115.0748,5.15,-0.155,K5III,70.51357,41.414029,-80.962092
11784,15656,14    Tri,,2.535045,36.147271,132.8021,5.15,-0.466,K5III,84.474984,66.060156,78.334826
29895,43827,,,6.294923,-16.815908,189.7533,5.15,-1.241,K1III,-14.010564,181.098079,-54.89515
37946,62647,,,7.777577,37.517394,132.8021,5.15,-0.466,M3III,-47.268981,94.132544,80.876587
42834,74753,,,8.727854,-49.822802,568.1818,5.15,-3.622,B0IIIn,-240.090973,276.994639,-434.121109
43531,75506,35    Lyn,,8.865787,43.726603,81.2348,5.15,0.601,K0III,-40.02622,42.942704,56.15105
44857,77800,11Sig1UMa,,9.139867,66.873235,159.7444,5.15,-0.867,K5III,-45.959902,42.711697,146.907164
47654,83506,27    UMa,,9.715895,72.252618,146.6276,5.15,-0.681,K0III,-36.93936,25.162175,139.649408
50083,88981,,,10.225184,-66.372811,94.3396,5.15,0.277,Am,-33.801122,16.942847,-86.431239
54360,96616,,,11.121308,-42.638681,84.1043,5.15,0.526,Ap SrCrEu,-60.240626,14.107633,-56.969974
56754,101189,,,11.635371,-61.826563,87.4126,5.15,0.442,B9IV,-41.083277,3.933874,-77.0562
58803,104731,,,12.060973,-42.434056,25.3229,5.15,3.132,F6V,-18.687552,-0.298421,-17.086639
60320,107566,Zet2Mus,,12.368713,-67.522105,101.1122,5.15,0.126,Am,-38.477906,-3.725728,-93.430273
64078,114038,49    Vir,,13.131614,-10.740408,94.2507,5.15,0.279,K2III,-88.565516,-27.033624,-17.564504
67244,119921,,,13.78232,-36.251933,133.8688,5.15,-0.483,A0V,-96.414456,-48.564812,-79.161502
72197,129926,54    Hya,,14.766691,-25.443181,30.2847,5.15,2.744,F0V + G/K,-20.481798,-18.120976,-13.01071
72603,130819,8Alp1Lib,,14.844773,-15.997237,22.9779,5.15,3.343,F3V,-16.24013,-14.971057,-6.332445
74605,136064,,,15.243926,67.346722,25.3421,5.15,3.131,F9IV,-6.447054,-7.328138,23.386622
74707,135345,,,15.267785,-41.491155,540.5405,5.15,-3.514,F:+...,-265.546259,-305.656605,-358.110311
75761,137898,10    Ser,,15.477288,1.842081,39.7456,5.15,2.154,A8IV,-24.369994,-31.37159,1.277614
82073,151217,43    Her,,16.763859,8.582616,108.5776,5.15,-0.029,K5III,-34.141151,-101.788408,16.203587
98425,189687,25    Cyg,,19.998665,37.042885,404.8583,5.15,-2.887,B3IV,161.478069,-279.914043,243.89173
101936,196758,1    Aqr,,20.656914,0.486445,71.4796,5.15,0.879,K1III,45.804352,-54.871407,0.606856
101984,196777,15Ups Cap,,20.667485,-18.138659,177.9359,5.15,-1.101,M1III,108.718892,-129.509802,-55.394558
102531,197963,12Gam1Del,,20.777462,16.124134,37.9507,5.15,2.254,A2Ia+...,24.234708,-27.236852,10.539626
114520,218918,59    Peg,,23.195608,8.720116,74.2942,5.15,0.795,A5Vn,71.813157,-15.350679,11.263598
1686,1671,27Rho And,,0.352017,37.968603,48.5437,5.16,1.729,F5III,38.106993,3.521856,29.865569
11060,14489,9    Per,,2.372621,55.845653,100000,5.16,-14.84,A2Ia,45655.53938,32673.27372,82752.81797
13717,18331,,,2.943729,-3.71232,57.1755,5.16,1.374,A3Vn,40.934198,39.745561,-3.701926
15404,20365,29    Per,,3.310482,50.222174,195.3125,5.16,-1.294,B3V,80.896077,95.245242,150.103721
27621,39640,,,5.848117,-52.108873,78.6164,5.16,0.682,G8III,1.919378,48.245124,-62.042435
31084,46184,,,6.523068,-12.391953,112.3596,5.16,-0.093,K1III,-14.981029,108.714695,-24.112195
38382,64096,9    Pup,,7.862862,-13.898029,16.5044,5.16,4.072,G2V,-7.50733,14.153226,-3.964222
40429,69863,,,8.254427,-62.915643,77.5194,5.16,0.713,A+...,-19.642669,29.323784,-69.018433
44946,78515,77Xi  Cnc,,9.155982,22.045446,114.4165,5.16,-0.132,K0III,-77.988303,71.865489,42.945282
51814,91480,37    UMa,,10.586017,57.082637,26.5252,5.16,3.042,F1V,-13.438117,5.214896,22.266643
67929,121299,90    Vir,,13.911707,-1.503125,75.5858,5.16,0.768,K2III,-66.292365,-36.257342,-1.982725
73776,132905,Eta Cir,,15.08003,-64.03135,84.6024,5.16,0.523,G8III,-25.640647,-26.738544,-76.060777
75530,137471,9Tau1Ser,,15.429832,15.428036,211.4165,5.16,-1.466,M1III,-127.013373,-159.377636,56.242626
76243,138764,,,15.574032,-9.183416,122.399,5.16,-0.279,B6IV,-71.685106,-97.268529,-19.534322
90887,170642,,,18.539257,-39.704001,70.2741,5.16,0.926,A3V,7.607531,-53.527785,-44.892575
105570,203562,10Bet Equ,,21.381559,6.81114,101.4199,5.16,0.129,A3V,77.954853,-63.752192,12.028088
107095,206301,42    Cap,,21.692462,-14.047611,33.2336,5.16,2.552,G2V,26.533503,-18.313184,-8.066726
112935,216385,49Sig Peg,,22.873353,9.835664,27.2777,5.16,2.981,F7IV,25.716183,-7.81302,4.65967
2381,2696,,,0.506293,-23.78768,53.1067,5.17,1.544,A3V,48.168847,6.422298,-21.420512
3909,4813,19Phi2Cet,,0.835443,-10.644326,15.753,5.17,4.183,F7IV-V,15.113168,3.359263,-2.909778
5336,6582,30Mu  Cas,,1.137477,54.92034,7.554,5.17,5.779,G5Vp,4.149699,1.274102,6.181126
12273,15920,,,2.633909,72.818252,78.4314,5.17,0.698,G8III,17.875534,14.739888,74.931187
12832,17093,38    Ari,,2.749328,12.445761,36.3372,5.17,2.368,A7III-IV,26.681853,23.391057,7.831218
20507,27861,42Xi  Eri,,4.394681,-3.74547,64.1026,5.17,1.136,A2V,26.098491,58.399185,-4.187448
38211,63697,6    Pup,,7.828111,-17.228408,78.064,5.17,0.708,K3III,-34.338347,66.184104,-23.121241
44093,77140,,,8.981216,-47.234688,68.918,5.17,0.978,Am,-32.926041,33.251596,-50.595653
44143,77370,,,8.990078,-59.083712,26.4201,5.17,3.06,F3V,-9.573451,9.623453,-22.66639
58188,103632,30Eta Crt,,11.933599,-17.150829,77.101,5.17,0.735,A0V,-73.661453,1.280657,-22.736208
59151,105340,,,12.130565,-75.367019,130.2083,5.17,-0.403,K2II/III,-32.874745,-1.123776,-125.984463
60514,107966,13    Com,,12.405146,26.098606,81.103,5.17,0.625,A3V,-72.424296,-7.710745,35.678618
61910,110317,,,12.687765,-13.013901,78.9266,5.17,0.684,F3IV,-75.656099,-13.77151,-17.773251
63210,112409,,,12.951212,-51.198752,112.9944,5.17,-0.095,B8V,-68.620661,-17.450553,-88.059458
87563,163217,90    Her,,17.888341,40.007959,108.4599,5.17,-0.006,K3III,-2.428129,-83.039685,69.72802
93815,177171,Rho Tel,,19.10554,-52.34091,56.7215,5.17,1.401,F7V,9.890669,-33.213282,-44.904155
95447,182572,31    Aql,,19.416164,11.944415,15.1768,5.17,4.264,G8IVvar,5.379424,-13.838527,3.140845
95556,183056,4    Cyg,,19.435868,36.317896,216.9197,5.17,-1.511,B9sp...,64.165533,-162.577173,128.473803
96459,185351,,,19.610555,44.694936,40.833,5.17,2.115,K0III,11.879363,-26.484394,28.719119
104085,200365,Mu  Ind,,21.08729,-54.727042,112.1076,5.17,-0.078,K2III,46.811563,-44.71945,-91.525879
104963,202320,28Phi Cap,,21.260528,-20.651696,197.2387,5.17,-1.305,K0II/III,139.097764,-121.308872,-69.563328
117629,223640,108    Aqr,,23.855927,-18.909163,97.7517,5.17,0.219,Ap Si,92.410723,-3.487216,-31.678306
,114379,42Alp Com,,13.166389,17.528977,14.3246,5.17,4.39,F5 V,-13.026264,-4.106054,4.313973
1708,1737,Iot Scl,,0.358665,-28.981469,101.3171,5.18,0.152,K0III,88.239543,8.310005,-49.090933
2225,2421,,,0.470454,44.394452,86.6551,5.18,0.491,A2Vs,61.44953,7.606996,60.623414
8016,10250,42    Cas,,1.715493,70.622526,85.1064,5.18,0.53,B9V,25.437151,12.259994,80.285443
19171,25823,41    Tau,,4.110114,27.599903,128.866,5.18,-0.371,B9p Si,54.226342,100.506259,59.702906
22833,31283,6    Ori,,4.913027,11.426006,69.979,5.18,0.955,A3V,19.256825,65.833603,13.863015
24197,33554,,,5.194879,16.045673,105.2632,5.18,0.069,K5III,21.165468,98.923343,29.095105
25918,37763,Gam Men,,5.531318,-76.340964,31.3578,5.18,2.698,K4III,0.906183,7.349405,-30.47144
26640,37438,125    Tau,,5.662277,25.897091,131.0616,5.18,-0.407,B3IV,10.410662,117.439977,57.242014
27204,38666,Mu  Col,,5.766637,-32.306435,408.1633,5.18,-2.874,B1IV/V,21.063228,344.337566,-218.142285
33682,53501,,,6.997378,-67.916443,89.6057,5.18,0.418,K3III,-8.696735,32.546239,-83.032237
35951,58343,,,7.411163,-16.201473,287.3563,5.18,-2.112,B2Vne,-99.642093,257.326182,-80.17695
40943,70556,,,8.355846,-36.484177,456.621,5.18,-3.118,B2IV-V+...,-212.347633,299.491483,-271.50728
41296,71510,,,8.42537,-51.727415,213.2196,5.18,-1.464,B2V,-78.336131,106.328202,-167.393042
42504,74146,,,8.666002,-53.054729,135.6852,5.18,-0.483,B4IV,-52.410933,62.483086,-108.44107
45333,79028,16    UMa,,9.239041,61.423318,19.5695,5.18,3.722,F9V,-7.020011,6.192111,17.185384
52469,92787,,,10.725822,46.203877,37.092,5.18,2.334,F5III,-24.256061,8.405555,26.773293
55137,98118,75    Leo,,11.288167,2.010556,101.833,5.18,0.141,M0III comp,-100.007703,18.855977,3.572652
55779,99453,,,11.428717,-63.972475,27.2183,5.18,3.006,F7V,-11.810087,1.779831,-24.457871
69373,124730,,,14.201122,69.432548,131.2336,5.18,-0.41,M2III,-38.658394,-25.121085,122.86848
73036,131342,,,14.926287,-60.114164,49.4315,5.18,1.71,K1III,-17.749207,-17.076864,-42.857989
92646,174295,Kap Tel,,18.877675,-52.10737,83.3333,5.18,0.576,G8/K0III,11.657101,-49.83653,-65.763254
96665,185507,44Sig Aql,,19.653234,5.397773,239.2344,5.18,-1.714,B3V + B3V,99.896731,-216.211145,22.504685
97630,187849,19    Cyg,,19.842776,38.722419,212.3142,5.18,-1.455,M2IIIa,76.849002,-146.738686,132.812501
99853,192713,22    Vul,,20.2584,23.508906,588.2353,5.18,-3.668,G2Ib SB,300.665939,-447.843311,234.642041
101260,196502,73    Dra,,20.525112,74.954619,121.3592,5.18,-0.24,A0p...,19.341682,-24.866321,117.199149
107230,207130,,,21.717806,72.320084,74.9625,5.18,0.806,K0III,18.821857,-12.807249,71.421538
117315,223145,Sig Phe,,23.787776,-50.226461,185.1852,5.18,-1.158,B3V,118.290375,-6.57898,-142.329543
11072,14802,Kap For,,2.375704,-23.816326,21.9635,5.19,3.481,G2V,16.330638,11.706947,-8.869059
11220,14770,64    And,,2.406919,50.006546,122.399,5.19,-0.249,G8III,63.558061,46.353822,93.771972
23840,33684,,,5.126116,-63.399679,173.3102,5.19,-1.004,M3III,17.599474,75.580117,-154.965766
28744,41335,,,6.070417,-6.708941,403.2258,5.19,-2.838,B2Vne+,-7.38221,400.396857,-47.107174
30717,45416,,,6.453823,0.299246,260.4167,5.19,-1.888,K1II,-30.867106,258.577616,1.360108
39070,66342,,,7.993762,-60.587061,301.2048,5.19,-2.204,M0II,-73.751645,128.224766,-262.380563
42425,74405,The Vol,,8.651428,-70.386745,73.6377,5.19,0.854,A0V,-15.812765,18.998275,-69.365337
43352,75605,,,8.830972,-32.780525,68.6342,5.19,1.007,G8III,-38.958079,42.568082,-37.160059
51362,90882,29Del Sex,,10.491306,-2.739078,98.7167,5.19,0.218,B9.5V,-91.012178,37.941396,-4.717455
56583,100696,2    Dra,,11.600744,69.322952,72.8332,5.19,0.878,K0III,-25.577066,2.683,68.141673
64792,115383,59    Vir,,13.279588,9.424156,17.5593,5.19,3.967,G0Vs,-16.359162,-5.694884,2.875153
73945,133774,21Nu  Lib,,15.110444,-16.256818,213.2196,5.19,-1.454,K5III,-140.49572,-148.864619,-59.689351
77277,141653,,,15.777772,62.599557,87.7193,5.19,0.475,A2IV,-22.183105,-33.727799,77.878185
80874,148291,,,16.513713,-61.633503,240.9639,5.19,-1.72,K0II/IIICN.,-43.431308,-105.926299,-212.030562
85312,157457,Kap Ara,,17.433344,-50.63351,139.6648,5.19,-0.535,K1III,-13.093636,-87.613468,-107.975626
99738,192518,21    Vul,,20.237369,28.694817,91.1577,5.19,0.391,A7IVn,44.204767,-66.633044,43.768867
103294,199253,17    Del,,20.926858,13.721536,147.0588,5.19,-0.647,K0III,99.0657,-102.934157,34.882812
105268,203467,6    Cep,,21.322838,64.871855,609.7561,5.19,-3.736,B3IVe,197.893348,-166.980893,552.048829
111797,214734,30    Cep,,22.644182,63.584472,88.0282,5.19,0.467,A3IV,36.720614,-13.610536,78.837372
115404,220278,97    Aqr,,23.377547,-15.039338,65.3595,5.19,1.113,A3V,62.284459,-10.24053,-16.959596
2355,2628,28    And,,0.502045,29.751557,62.7746,5.2,1.211,A7III,54.029838,7.142605,31.151228
2762,3196,13    Cet,,0.587466,-3.592846,21.254,5.2,3.563,F8V...,20.961944,3.249574,-1.331907
19949,26764,,,4.278638,53.611799,100.2004,5.2,0.196,A2Vn,25.891073,53.50947,80.662902
21296,29064,47    Eri,,4.569897,-8.231352,304.878,5.2,-2.221,M3III,110.349552,280.834871,-43.649527
27971,39220,31    Cam,,5.916063,59.888367,143.6782,5.2,-0.587,A2V,1.583833,72.06398,124.288743
29650,43042,71    Ori,,6.247467,19.156448,20.816,5.2,3.608,F6V,-1.273045,19.622386,6.830848
30932,46355,,,6.491255,-56.852766,93.2836,5.2,0.351,K0III,-6.541861,50.585574,-78.103492
32104,48097,26    Gem,,6.706757,17.645303,43.63,5.2,2.001,A2V,-7.649188,40.867707,13.225317
33927,52497,42Ome Gem,,7.040217,24.215446,456.621,5.2,-3.098,G5II,-112.012449,401.095617,187.291702
34081,53704,,,7.067444,-42.33728,106.8376,5.2,0.056,Am,-21.78355,75.910061,-71.95461
35146,55280,18    Lyn,,7.265267,59.637467,61.0128,5.2,1.273,K2III,-10.029787,29.163727,52.644738
36238,58728,63    Gem,,7.462324,21.445247,32.0205,5.2,2.673,F5IV-V...,-11.133286,27.646321,11.707159
39961,68217,,,8.159977,-44.122773,383.1418,5.2,-2.717,B2IV-V,-147.371402,232.223409,-266.74267
42540,74067,,,8.671996,-40.263875,85.6164,5.2,0.537,Ap (SiCr),-42.06432,49.988581,-55.334753
42679,74371,,,8.699142,-45.410714,100000,5.2,-14.8,B5Iab,-45580.54305,53392.26054,-71215.73318
57047,101666,,,11.695541,-32.499404,123.7624,5.2,-0.263,K5III,-104.049696,8.31111,-66.496565
60189,107348,5Zet Crv,,12.34268,-22.215901,127.3885,5.2,-0.326,B8V,-117.457589,-10.565827,-48.165282
63901,113797,14    CVn,,13.095678,35.798899,104.3841,5.2,0.107,B9V,-81.203956,-23.953765,61.058585
68269,121847,47    Hya,,13.975319,-24.972249,102.0408,5.2,0.156,B8V,-80.405648,-45.732049,-43.079526
80197,147749,20Nu 1CrB,,16.372618,33.799052,196.4637,5.2,-1.266,M2III,-67.471264,-148.665579,109.289128
90441,169985,59    Ser,,18.453475,0.196108,143.8849,5.2,-0.59,G0III+...,17.041701,-142.871072,0.492479
92226,173540,Mu  CrA,,18.795726,-40.406167,121.3592,5.2,-0.22,G5/G6III,19.112223,-90.413122,-78.665155
93017,176051,,,18.950441,32.901273,14.8721,5.2,4.338,G0V,3.074982,-12.101832,8.0782
93917,178449,17    Lyr,,19.123769,32.501738,41.58,5.2,2.106,F0V,10.168792,-33.560841,22.342001
104174,200763,,,21.106855,-32.341618,100.6036,5.2,0.187,K2III,61.759789,-58.397564,-53.819537
104214,201091,61    Cyg,,21.114794,38.749415,3.4865,5.2,7.488,K5V,1.979356,-1.863636,2.181892
115126,219834,94    Aqr,,23.318518,-13.458552,21.1193,5.2,3.577,G6/G8IV,20.213398,-3.645056,-4.915367
5300,6767,Ups Phe,,1.129957,-41.486916,56.9476,5.21,1.433,A3V,40.806905,12.436518,-37.724964
5737,7344,86Zet Psc,,1.228857,7.575354,53.3049,5.21,1.576,A7IV,50.128801,16.707567,7.027196
12484,16920,Zet Hor,,2.677666,-54.549911,49.0918,5.21,1.755,F4IV,21.75871,18.364799,-39.991207
19205,25867,42Psi Tau,,4.116795,29.001299,27.6014,5.21,3.005,F1V,11.425468,21.265517,13.382011
28296,40446,60    Ori,,5.980437,0.552979,136.612,5.21,-0.467,A1Vs,0.699649,136.604159,1.318467
30457,44951,,,6.402867,-11.530088,106.8376,5.21,0.066,K3III,-11.020314,104.099679,-21.35492
30679,44708,5    Lyn,,6.44691,58.417409,191.9386,5.21,-1.206,K4III,-11.734481,99.836176,163.509804
32064,48217,,,6.698996,-9.167537,105.5966,5.21,0.092,M0III,-18.970718,102.507141,-16.823848
55756,99322,,,11.424852,-36.063062,84.0336,5.21,0.588,K0III,-67.161608,10.189947,-49.468529
64725,115202,57    Vir,,13.266322,-19.943103,38.4763,5.21,2.284,K1III,-34.199734,-11.772495,-13.123863
66098,117818,76    Vir,,13.549465,-10.165,72.0981,5.21,0.92,K0III,-65.207239,-28.004416,-12.724123
77578,141680,34Ome Ser,,15.838207,2.196509,83.8223,5.21,0.593,G8III,-44.914398,-70.700408,3.212649
85079,157042,Iot Ara,,17.387799,-47.468197,286.533,5.21,-2.076,B2IIIne,-30.911682,-191.213521,-211.146679
111449,213845,59Ups Aqr,,22.57823,-20.708216,22.6809,5.21,3.432,F7V,19.762752,-7.715712,-8.020157
3505,4247,,,0.745666,-22.006135,26.7451,5.22,3.084,F0V,24.325675,4.809987,-10.02159
9763,12339,49    Cas,,2.092103,76.11506,122.6994,5.22,-0.224,G8III,25.137365,15.332746,119.114073
13874,18543,,,2.978355,-2.782877,110.6195,5.22,0.001,A2IV,78.56898,77.683529,-5.370714
19799,26793,,,4.243398,10.011406,119.9041,5.22,-0.174,B9Vn,52.407694,105.810881,20.844647
21547,29391,51    Eri,,4.626703,-2.473548,29.4291,5.22,2.876,F0V,10.344537,27.521998,-1.270113
23734,32343,11    Cam,,5.102349,58.972372,210.084,5.22,-1.392,B2.5Ve,25.214608,105.311541,180.024855
25048,34759,20Rho Aur,,5.363448,41.804572,162.3377,5.22,-0.832,B5V,20.073001,119.333859,108.213084
31119,46089,,,6.530083,11.544412,63.6537,5.22,1.201,A3V,-8.627107,61.766373,12.738847
32562,48781,57Psi6Aur,,6.794327,48.789476,110.4972,5.22,0.003,K1III,-15.029892,71.230142,83.126317
33878,52666,,,7.032329,-5.722065,175.1313,5.22,-0.997,M2III,-46.524456,167.933219,-17.46111
36265,58923,5Eta CMi,,7.467243,6.941968,97.561,5.22,0.274,F0III,-36.292677,89.788524,11.79163
